,Lat,Lon,,,,,,,,,,,,,,,,,,,,,start_building,target_building
37,43.31824455,-1.97683657,,,,,,,,,,,,,,,,,,,,,1187,1643
38,43.31553687,-1.98211249,,,,,,,,,,,,,,,,,,,,,3677,417
39,43.31805328,-1.952661012,,,,,,,,,,,,,,,,,,,,,4038,1132
40,43.32082336,-1.970607083,,,,,,,,,,,,,,,,,,,,,131,2780
41,43.3130071,-1.9842293,,,,,,,,,,,,,,,,,,,,,1609,3619
42,43.31390033,-1.987180171,,,,,,,,,,,,,,,,,,,,,1891,3067
43,43.32619244,-1.96735578,,,,,,,,,,,,,,,,,,,,,5892,957
44,43.31813864,-1.981085082,,,,,,,,,,,,,,,,,,,,,2930,6176
45,43.31717403,-1.97390996,,,,,,,,,,,,,,,,,,,,,896,1853
46,43.31148039,-1.988510396,,,,,,,,,,,,,,,,,,,,,3230,3716
47,43.32255422,-1.984489623,,,,,,,,,,,,,,,,,,,,,1805,61
48,43.30061975,-2.001169523,,,,,,,,,,,,,,,,,,,,,6178,1708
49,43.31798375,-1.970197116,,,,,,,,,,,,,,,,,,,,,5710,5519
50,43.30701153,-1.963433407,,,,,,,,,,,,,,,,,,,,,1041,318
51,43.32373423,-1.987558917,,,,,,,,,,,,,,,,,,,,,4270,52
52,43.30689665,-1.983066135,,,,,,,,,,,,,,,,,,,,,3755,2947
53,43.31288796,-1.983355761,,,,,,,,,,,,,,,,,,,,,1590,3650
54,43.30154925,-1.9896907,,,,,,,,,,,,,,,,,,,,,1017,707
55,43.31539586,-1.982498581,,,,,,,,,,,,,,,,,,,,,85,5382
56,43.30254508,-2.002664632,,,,,,,,,,,,,,,,,,,,,2941,3026
57,43.32379978,-1.975658637,,,,,,,,,,,,,,,,,,,,,1603,586
58,43.3117574,-1.98307786,,,,,,,,,,,,,,,,,,,,,4189,3599
59,43.31141025,-1.966870396,,,,,,,,,,,,,,,,,,,,,1624,4536
60,43.3182613,-1.980396765,,,,,,,,,,,,,,,,,,,,,4153,459
61,43.30437609,-2.00364364,,,,,,,,,,,,,,,,,,,,,2779,5486
62,43.31595763,-1.981519742,,,,,,,,,,,,,,,,,,,,,926,421
63,43.305794,-2.0147873,,,,,,,,,,,,,,,,,,,,,834,2234
64,43.32194822,-1.982765475,,,,,,,,,,,,,,,,,,,,,3638,6205
65,43.31873909,-1.979554369,,,,,,,,,,,,,,,,,,,,,116,6179
66,43.32390401,-1.983896601,,,,,,,,,,,,,,,,,,,,,6034,86
67,43.30435052,-2.003865773,,,,,,,,,,,,,,,,,,,,,299,5863
68,43.3077196,-2.0156654,,,,,,,,,,,,,,,,,,,,,6129,2219
69,43.29787088,-1.990927179,,,,,,,,,,,,,,,,,,,,,3011,6144
70,43.31644017,-1.980142387,,,,,,,,,,,,,,,,,,,,,1798,6169
71,43.31427007,-1.980607511,,,,,,,,,,,,,,,,,,,,,3729,6033
72,43.32117032,-1.976594751,,,,,,,,,,,,,,,,,,,,,432,607
73,43.30947798,-2.003819866,,,,,,,,,,,,,,,,,,,,,4710,569
74,43.30517996,-1.983182419,,,,,,,,,,,,,,,,,,,,,5327,4681
75,43.30935848,-1.966652169,,,,,,,,,,,,,,,,,,,,,2900,2922
76,43.32308742,-1.98469029,,,,,,,,,,,,,,,,,,,,,5381,75
77,43.31339405,-1.958539867,,,,,,,,,,,,,,,,,,,,,1212,3538
78,43.3045315,-1.973583493,,,,,,,,,,,,,,,,,,,,,946,305
79,43.3153504,-2.0023123,,,,,,,,,,,,,,,,,,,,,456,3346
80,43.31908267,-1.977094592,,,,,,,,,,,,,,,,,,,,,1914,1644
81,43.31560555,-1.96601735,,,,,,,,,,,,,,,,,,,,,763,3046
82,43.30391051,-1.955735532,,,,,,,,,,,,,,,,,,,,,6183,5069
83,43.30768305,-1.980705688,,,,,,,,,,,,,,,,,,,,,5174,2848
84,43.30002455,-1.979388432,,,,,,,,,,,,,,,,,,,,,2938,4836
85,43.32173645,-1.977644199,,,,,,,,,,,,,,,,,,,,,4677,583
86,43.31047971,-1.980783118,,,,,,,,,,,,,,,,,,,,,2826,6160
87,43.31590748,-1.966673673,,,,,,,,,,,,,,,,,,,,,3902,2900
88,43.30612455,-2.005012685,,,,,,,,,,,,,,,,,,,,,685,1816
89,43.30581755,-1.971507774,,,,,,,,,,,,,,,,,,,,,4544,301
90,43.30790621,-1.971159002,,,,,,,,,,,,,,,,,,,,,1585,42
91,43.3035917,-2.014555823,,,,,,,,,,,,,,,,,,,,,5912,2231
92,43.31400148,-2.00038941,,,,,,,,,,,,,,,,,,,,,3614,3350
93,43.31263545,-1.9843392,,,,,,,,,,,,,,,,,,,,,3764,3625
94,43.31583965,-1.968946,,,,,,,,,,,,,,,,,,,,,3824,2930
95,43.30198989,-2.009041369,,,,,,,,,,,,,,,,,,,,,3376,1847
96,43.31164177,-2.015653738,,,,,,,,,,,,,,,,,,,,,3008,1995
97,43.31368941,-2.003635257,,,,,,,,,,,,,,,,,,,,,1104,833
98,43.30940425,-1.9868465,,,,,,,,,,,,,,,,,,,,,2558,5853
99,43.32080405,-1.9641979,,,,,,,,,,,,,,,,,,,,,1887,2970
100,43.31255146,-1.973043231,,,,,,,,,,,,,,,,,,,,,583,1612
101,43.31639397,-1.983988659,,,,,,,,,,,,,,,,,,,,,542,476
102,43.31441934,-1.980710846,,,,,,,,,,,,,,,,,,,,,450,6034
103,43.30947798,-2.003819866,,,,,,,,,,,,,,,,,,,,,880,569
104,43.30865274,-2.005690954,,,,,,,,,,,,,,,,,,,,,712,5478
105,43.32180549,-1.980301271,,,,,,,,,,,,,,,,,,,,,591,32
106,43.29626923,-1.990799684,,,,,,,,,,,,,,,,,,,,,83,2300
107,43.31234351,-1.984732374,,,,,,,,,,,,,,,,,,,,,1811,3601
108,43.3116738,-2.000547169,,,,,,,,,,,,,,,,,,,,,3033,3976
109,43.29890599,-1.988905345,,,,,,,,,,,,,,,,,,,,,2216,673
110,43.3194941,-1.981041211,,,,,,,,,,,,,,,,,,,,,745,6188
111,43.30478335,-1.982472146,,,,,,,,,,,,,,,,,,,,,6221,788
112,43.32578896,-1.970263188,,,,,,,,,,,,,,,,,,,,,3817,896
113,43.31249835,-1.98862105,,,,,,,,,,,,,,,,,,,,,2840,3694
114,43.32141772,-1.975776799,,,,,,,,,,,,,,,,,,,,,3656,6240
115,43.30126791,-1.987337828,,,,,,,,,,,,,,,,,,,,,426,4674
116,43.30962785,-2.011453925,,,,,,,,,,,,,,,,,,,,,79,2430
118,43.31862719,-1.969425894,,,,,,,,,,,,,,,,,,,,,6189,1566
119,43.3180327,-1.9721425,,,,,,,,,,,,,,,,,,,,,2199,1589
120,43.31066775,-1.998496843,,,,,,,,,,,,,,,,,,,,,1704,3903
121,43.30768305,-1.980705688,,,,,,,,,,,,,,,,,,,,,531,2848
122,43.30848451,-1.979114649,,,,,,,,,,,,,,,,,,,,,4078,409
123,43.3124815,-1.98385405,,,,,,,,,,,,,,,,,,,,,1496,3615
124,43.32303476,-1.977867894,,,,,,,,,,,,,,,,,,,,,3718,588
125,43.31900246,-1.9712603,,,,,,,,,,,,,,,,,,,,,2906,1852
126,43.31104942,-1.983840409,,,,,,,,,,,,,,,,,,,,,562,3589
127,43.32426616,-1.985672281,,,,,,,,,,,,,,,,,,,,,6069,82
128,43.29792895,-2.006447666,,,,,,,,,,,,,,,,,,,,,1187,1711
129,43.30478335,-1.982472146,,,,,,,,,,,,,,,,,,,,,561,788
130,43.3091138,-1.977095167,,,,,,,,,,,,,,,,,,,,,619,5551
131,43.31480185,-1.985067046,,,,,,,,,,,,,,,,,,,,,442,5975
132,43.29964417,-2.009165242,,,,,,,,,,,,,,,,,,,,,2833,1945
133,43.30745599,-2.003185427,,,,,,,,,,,,,,,,,,,,,85,2996
134,43.3109149,-1.9960389,,,,,,,,,,,,,,,,,,,,,3659,3774
135,43.30342243,-1.97614871,,,,,,,,,,,,,,,,,,,,,6044,296
136,43.32209896,-1.973412753,,,,,,,,,,,,,,,,,,,,,6204,629
137,43.30775881,-1.983478633,,,,,,,,,,,,,,,,,,,,,4543,2946
138,43.32297671,-1.974663731,,,,,,,,,,,,,,,,,,,,,5375,606
139,43.30813589,-1.975592254,,,,,,,,,,,,,,,,,,,,,1997,4875
140,43.31815709,-1.973283202,,,,,,,,,,,,,,,,,,,,,5199,1871
141,43.30636735,-1.961300153,,,,,,,,,,,,,,,,,,,,,404,5202
142,43.3039283,-1.98069718,,,,,,,,,,,,,,,,,,,,,1594,785
143,43.327357,-1.966794579,,,,,,,,,,,,,,,,,,,,,2963,955
144,43.30954523,-1.999119744,,,,,,,,,,,,,,,,,,,,,4751,3901
145,43.31679254,-1.980920706,,,,,,,,,,,,,,,,,,,,,6055,436
146,43.31962777,-1.975196146,,,,,,,,,,,,,,,,,,,,,457,2836
147,43.3223606,-1.9582843,,,,,,,,,,,,,,,,,,,,,5785,4232
148,43.31991105,-1.973982041,,,,,,,,,,,,,,,,,,,,,55,1869
149,43.30517996,-1.983182419,,,,,,,,,,,,,,,,,,,,,4535,4681
150,43.30496973,-1.985091061,,,,,,,,,,,,,,,,,,,,,1007,880
151,43.32878025,-1.967643807,,,,,,,,,,,,,,,,,,,,,1560,990
152,43.31330902,-1.983297988,,,,,,,,,,,,,,,,,,,,,5380,3643
153,43.30862637,-1.971282871,,,,,,,,,,,,,,,,,,,,,5207,442
154,43.32264684,-1.986430252,,,,,,,,,,,,,,,,,,,,,6056,55
155,43.30154643,-2.002257417,,,,,,,,,,,,,,,,,,,,,2953,5652
156,43.30210229,-1.975206615,,,,,,,,,,,,,,,,,,,,,446,313
157,43.32313397,-1.973215935,,,,,,,,,,,,,,,,,,,,,6161,632
158,43.30321345,-1.976859783,,,,,,,,,,,,,,,,,,,,,1901,6054
159,43.32640665,-1.967317566,,,,,,,,,,,,,,,,,,,,,5309,974
160,43.31790587,-1.974155009,,,,,,,,,,,,,,,,,,,,,411,5751
161,43.30178726,-2.00917361,,,,,,,,,,,,,,,,,,,,,385,5717
162,43.31962777,-1.975196146,,,,,,,,,,,,,,,,,,,,,444,2836
163,43.32578113,-1.984848201,,,,,,,,,,,,,,,,,,,,,4812,505
164,43.31037363,-2.003842291,,,,,,,,,,,,,,,,,,,,,1821,571
165,43.31339706,-1.980665079,,,,,,,,,,,,,,,,,,,,,1588,414
166,43.30372109,-1.991456089,,,,,,,,,,,,,,,,,,,,,3066,4657
167,43.32303805,-1.983575746,,,,,,,,,,,,,,,,,,,,,778,89
168,43.31893855,-1.96995005,,,,,,,,,,,,,,,,,,,,,2847,1605
169,43.30918902,-2.006761189,,,,,,,,,,,,,,,,,,,,,391,3083
170,43.32016516,-1.968691712,,,,,,,,,,,,,,,,,,,,,40,2803
171,43.32194822,-1.982765475,,,,,,,,,,,,,,,,,,,,,1983,6205
172,43.31783497,-1.967442173,,,,,,,,,,,,,,,,,,,,,1011,553
173,43.30735703,-1.999576482,,,,,,,,,,,,,,,,,,,,,1619,1780
174,43.30601766,-2.008484347,,,,,,,,,,,,,,,,,,,,,472,2914
175,43.30644525,-1.9812079,,,,,,,,,,,,,,,,,,,,,5864,5375
176,43.30016239,-1.999938104,,,,,,,,,,,,,,,,,,,,,958,4646
177,43.32138105,-1.967477868,,,,,,,,,,,,,,,,,,,,,83,2817
178,43.31925227,-1.97027424,,,,,,,,,,,,,,,,,,,,,409,1876
179,43.30401787,-1.993237235,,,,,,,,,,,,,,,,,,,,,787,4753
180,43.32341605,-1.9673072,,,,,,,,,,,,,,,,,,,,,6211,4039
181,43.300023,-1.98061312,,,,,,,,,,,,,,,,,,,,,854,4837
182,43.3186322,-1.976732148,,,,,,,,,,,,,,,,,,,,,1631,1646
183,43.32255422,-1.984489623,,,,,,,,,,,,,,,,,,,,,4009,61
184,43.32345009,-1.977050747,,,,,,,,,,,,,,,,,,,,,5113,6180
185,43.30806019,-1.980057822,,,,,,,,,,,,,,,,,,,,,661,2847
186,43.3194848,-1.97088885,,,,,,,,,,,,,,,,,,,,,6034,1883
187,43.31010881,-2.002713844,,,,,,,,,,,,,,,,,,,,,532,281
188,43.31586493,-1.980502634,,,,,,,,,,,,,,,,,,,,,3315,420
189,43.31033547,-1.972943086,,,,,,,,,,,,,,,,,,,,,5072,1620
190,43.31803632,-1.974482791,,,,,,,,,,,,,,,,,,,,,392,1872
191,43.31514815,-2.008939081,,,,,,,,,,,,,,,,,,,,,4643,4562
192,43.30492979,-1.974049933,,,,,,,,,,,,,,,,,,,,,1613,317
193,43.31017069,-1.966575635,,,,,,,,,,,,,,,,,,,,,6134,406
194,43.31552794,-2.002097158,,,,,,,,,,,,,,,,,,,,,74,3334
195,43.30771808,-2.004475623,,,,,,,,,,,,,,,,,,,,,305,2477
196,43.30106672,-2.015795099,,,,,,,,,,,,,,,,,,,,,3592,5077
197,43.2989416,-1.964783179,,,,,,,,,,,,,,,,,,,,,1879,4979
198,43.31694307,-1.982438183,,,,,,,,,,,,,,,,,,,,,1629,433
199,43.31789712,-1.980046345,,,,,,,,,,,,,,,,,,,,,3041,6191
200,43.32360341,-1.972598067,,,,,,,,,,,,,,,,,,,,,593,627
201,43.31786,-1.971063773,,,,,,,,,,,,,,,,,,,,,5161,547
202,43.31390508,-1.984269593,,,,,,,,,,,,,,,,,,,,,2935,3091
203,43.32410947,-1.967624837,,,,,,,,,,,,,,,,,,,,,6172,4027
204,43.30305473,-1.979058447,,,,,,,,,,,,,,,,,,,,,2803,392
205,43.31818803,-1.970812433,,,,,,,,,,,,,,,,,,,,,6085,1583
206,43.30038815,-1.989495129,,,,,,,,,,,,,,,,,,,,,4708,879
207,43.30930192,-1.987240349,,,,,,,,,,,,,,,,,,,,,2810,5854
208,43.30948528,-1.98076836,,,,,,,,,,,,,,,,,,,,,6165,412
209,43.30625799,-1.974930452,,,,,,,,,,,,,,,,,,,,,458,298
210,43.32092528,-1.982781768,,,,,,,,,,,,,,,,,,,,,2988,2832
211,43.30238812,-2.007906411,,,,,,,,,,,,,,,,,,,,,899,1850
212,43.30689665,-1.983066135,,,,,,,,,,,,,,,,,,,,,462,2947
213,43.30201567,-2.005765674,,,,,,,,,,,,,,,,,,,,,3070,534
214,43.3091138,-1.977095167,,,,,,,,,,,,,,,,,,,,,6187,5551
215,43.31066662,-2.006334552,,,,,,,,,,,,,,,,,,,,,4570,3407
216,43.32302713,-1.986428449,,,,,,,,,,,,,,,,,,,,,1625,6196
217,43.32219992,-1.972858783,,,,,,,,,,,,,,,,,,,,,1866,1634
218,43.3122666,-1.98360435,,,,,,,,,,,,,,,,,,,,,1878,3628
219,43.31509667,-1.979810894,,,,,,,,,,,,,,,,,,,,,624,1637
220,43.31598035,-1.973561377,,,,,,,,,,,,,,,,,,,,,3589,2983
221,43.31403832,-1.985928551,,,,,,,,,,,,,,,,,,,,,1665,5979
222,43.3061698,-1.969279113,,,,,,,,,,,,,,,,,,,,,2920,4843
223,43.31223235,-2.015199103,,,,,,,,,,,,,,,,,,,,,2817,1986
224,43.32799734,-1.969961694,,,,,,,,,,,,,,,,,,,,,1872,925
225,43.30978716,-2.008603442,,,,,,,,,,,,,,,,,,,,,5968,3318
226,43.31938071,-1.974106076,,,,,,,,,,,,,,,,,,,,,29,1002
227,43.30268022,-1.976977087,,,,,,,,,,,,,,,,,,,,,1914,6064
228,43.31160007,-1.996668593,,,,,,,,,,,,,,,,,,,,,1694,3924
229,43.30446404,-1.980805578,,,,,,,,,,,,,,,,,,,,,1852,787
230,43.30761989,-2.017474271,,,,,,,,,,,,,,,,,,,,,532,2215
231,43.3038093,-2.015569917,,,,,,,,,,,,,,,,,,,,,4751,1917
232,43.30291746,-1.989777697,,,,,,,,,,,,,,,,,,,,,788,759
233,43.3206442,-1.980849133,,,,,,,,,,,,,,,,,,,,,445,6212
234,43.32180549,-1.980301271,,,,,,,,,,,,,,,,,,,,,6203,32
235,43.3107287,-1.970772074,,,,,,,,,,,,,,,,,,,,,610,1610
236,43.32696058,-1.967485011,,,,,,,,,,,,,,,,,,,,,6134,952
237,43.3055281,-2.015402077,,,,,,,,,,,,,,,,,,,,,4751,2451
238,43.31310781,-2.000484728,,,,,,,,,,,,,,,,,,,,,586,6080
239,43.32177204,-1.955634323,,,,,,,,,,,,,,,,,,,,,1641,4467
240,43.31509667,-1.979810894,,,,,,,,,,,,,,,,,,,,,86,1637
241,43.32395443,-1.981986754,,,,,,,,,,,,,,,,,,,,,6190,6200
242,43.30094924,-2.004766653,,,,,,,,,,,,,,,,,,,,,326,533
243,43.31024577,-2.01483148,,,,,,,,,,,,,,,,,,,,,5994,1984
244,43.31309465,-1.980502243,,,,,,,,,,,,,,,,,,,,,1877,6136
245,43.30630186,-2.016070149,,,,,,,,,,,,,,,,,,,,,6188,2253
246,43.3045467,-1.961334882,,,,,,,,,,,,,,,,,,,,,4541,106
247,43.32597099,-1.974355668,,,,,,,,,,,,,,,,,,,,,3889,3072
248,43.32072408,-1.96777146,,,,,,,,,,,,,,,,,,,,,1890,2822
249,43.32029719,-1.972991511,,,,,,,,,,,,,,,,,,,,,6037,1855
250,43.3153669,-1.980261876,,,,,,,,,,,,,,,,,,,,,5990,6164
251,43.30180913,-2.018813238,,,,,,,,,,,,,,,,,,,,,6207,278
252,43.30612455,-2.005012685,,,,,,,,,,,,,,,,,,,,,1616,1816
253,43.32011476,-1.967921917,,,,,,,,,,,,,,,,,,,,,1626,2818
254,43.30725312,-2.019542879,,,,,,,,,,,,,,,,,,,,,1677,2191
255,43.30742228,-2.003761075,,,,,,,,,,,,,,,,,,,,,5908,2997
256,43.31900246,-1.9712603,,,,,,,,,,,,,,,,,,,,,413,1852
257,43.3084034,-2.0035159,,,,,,,,,,,,,,,,,,,,,6182,1806
258,43.32529127,-1.974382948,,,,,,,,,,,,,,,,,,,,,3092,6089
259,43.30604281,-2.005984685,,,,,,,,,,,,,,,,,,,,,6213,521
260,43.32295738,-1.991843934,,,,,,,,,,,,,,,,,,,,,3601,73
261,43.30108375,-1.99370405,,,,,,,,,,,,,,,,,,,,,1949,648
262,43.31648987,-1.974869608,,,,,,,,,,,,,,,,,,,,,606,2846
263,43.32335306,-1.984783945,,,,,,,,,,,,,,,,,,,,,3328,76
264,43.29958146,-1.975325843,,,,,,,,,,,,,,,,,,,,,1640,4813
265,43.32194711,-1.977802179,,,,,,,,,,,,,,,,,,,,,419,6093
266,43.31614448,-2.00705069,,,,,,,,,,,,,,,,,,,,,6166,4588
267,43.31363581,-2.001005703,,,,,,,,,,,,,,,,,,,,,397,3880
268,43.30918902,-2.006761189,,,,,,,,,,,,,,,,,,,,,82,3083
269,43.30654234,-2.007346817,,,,,,,,,,,,,,,,,,,,,6168,5494
270,43.3057348,-2.01543255,,,,,,,,,,,,,,,,,,,,,80,2243
271,43.3035705,-2.015825887,,,,,,,,,,,,,,,,,,,,,6060,1913
272,43.32311259,-1.989885914,,,,,,,,,,,,,,,,,,,,,3638,68
273,43.32516335,-1.99248885,,,,,,,,,,,,,,,,,,,,,3406,4557
274,43.31332191,-1.990832153,,,,,,,,,,,,,,,,,,,,,1857,3848
275,43.30464052,-2.004126488,,,,,,,,,,,,,,,,,,,,,65,1656
276,43.32293037,-1.986988907,,,,,,,,,,,,,,,,,,,,,306,38
277,43.3042461,-2.017921002,,,,,,,,,,,,,,,,,,,,,2255,4712
278,43.3247182,-1.939303573,,,,,,,,,,,,,,,,,,,,,6168,4326
279,43.29842071,-2.000742804,,,,,,,,,,,,,,,,,,,,,2780,1698
280,43.30507261,-2.015135802,,,,,,,,,,,,,,,,,,,,,388,813
281,43.30601766,-2.008484347,,,,,,,,,,,,,,,,,,,,,2956,2914
282,43.32460082,-1.973329393,,,,,,,,,,,,,,,,,,,,,34,575
283,43.32152914,-1.973042951,,,,,,,,,,,,,,,,,,,,,4171,872
284,43.32628085,-1.967883422,,,,,,,,,,,,,,,,,,,,,618,959
285,43.30296039,-1.979914388,,,,,,,,,,,,,,,,,,,,,5950,394
286,43.31577939,-1.986899723,,,,,,,,,,,,,,,,,,,,,2821,6131
287,43.3205651,-1.9769205,,,,,,,,,,,,,,,,,,,,,608,1647
288,43.30342243,-1.97614871,,,,,,,,,,,,,,,,,,,,,1869,296
289,43.30940425,-1.9868465,,,,,,,,,,,,,,,,,,,,,1749,5853
290,43.31113789,-2.003284673,,,,,,,,,,,,,,,,,,,,,2988,3986
291,43.31407648,-1.984033651,,,,,,,,,,,,,,,,,,,,,3084,5307
292,43.30903099,-2.006033094,,,,,,,,,,,,,,,,,,,,,4031,5477
293,43.30658697,-2.015517751,,,,,,,,,,,,,,,,,,,,,3655,2471
294,43.30735088,-2.008047432,,,,,,,,,,,,,,,,,,,,,6067,5496
295,43.31060639,-1.975062797,,,,,,,,,,,,,,,,,,,,,1603,3508
296,43.32196857,-1.971583446,,,,,,,,,,,,,,,,,,,,,4548,1892
297,43.31428408,-1.987364416,,,,,,,,,,,,,,,,,,,,,446,3662
298,43.32472702,-1.975108031,,,,,,,,,,,,,,,,,,,,,259,593
299,43.30973113,-2.004782392,,,,,,,,,,,,,,,,,,,,,3661,5940
300,43.31547052,-1.986345696,,,,,,,,,,,,,,,,,,,,,4867,6193
301,43.30057309,-2.012093735,,,,,,,,,,,,,,,,,,,,,3851,2750
302,43.31299925,-1.986183827,,,,,,,,,,,,,,,,,,,,,423,3623
303,43.31032054,-1.975943555,,,,,,,,,,,,,,,,,,,,,2807,6056
304,43.31540987,-1.965150414,,,,,,,,,,,,,,,,,,,,,5519,3044
305,43.30661487,-2.000021329,,,,,,,,,,,,,,,,,,,,,6130,1766
306,43.30628082,-2.006129363,,,,,,,,,,,,,,,,,,,,,5979,522
307,43.3085979,-2.00840245,,,,,,,,,,,,,,,,,,,,,1892,5512
308,43.30168588,-2.009069435,,,,,,,,,,,,,,,,,,,,,1962,2266
309,43.31651955,-1.9857136,,,,,,,,,,,,,,,,,,,,,3043,5867
310,43.32671827,-1.967240688,,,,,,,,,,,,,,,,,,,,,1232,950
311,43.30283802,-2.007348269,,,,,,,,,,,,,,,,,,,,,3366,4866
312,43.31601139,-1.986537275,,,,,,,,,,,,,,,,,,,,,3887,473
313,43.32317955,-1.97508515,,,,,,,,,,,,,,,,,,,,,407,5561
314,43.32152914,-1.973042951,,,,,,,,,,,,,,,,,,,,,262,872
315,43.31233324,-2.011668718,,,,,,,,,,,,,,,,,,,,,3647,4696
316,43.32421163,-1.972449533,,,,,,,,,,,,,,,,,,,,,407,626
317,43.30947905,-2.0004837,,,,,,,,,,,,,,,,,,,,,1605,3982
318,43.319011,-1.97092285,,,,,,,,,,,,,,,,,,,,,382,1880
319,43.32346886,-1.982734068,,,,,,,,,,,,,,,,,,,,,1900,1227
320,43.30517996,-1.983182419,,,,,,,,,,,,,,,,,,,,,2836,4681
321,43.30130976,-2.006389721,,,,,,,,,,,,,,,,,,,,,1588,1664
322,43.32194711,-1.977802179,,,,,,,,,,,,,,,,,,,,,6208,6093
323,43.32219992,-1.972858783,,,,,,,,,,,,,,,,,,,,,3245,1634
324,43.30192535,-2.012256654,,,,,,,,,,,,,,,,,,,,,556,340
325,43.3112769,-2.01201845,,,,,,,,,,,,,,,,,,,,,1686,2421
326,43.31071421,-2.01296304,,,,,,,,,,,,,,,,,,,,,609,2427
327,43.32374824,-1.95966732,,,,,,,,,,,,,,,,,,,,,6205,4164
328,43.31032054,-1.975943555,,,,,,,,,,,,,,,,,,,,,423,6056
329,43.31287105,-2.010898684,,,,,,,,,,,,,,,,,,,,,615,3074
330,43.32042672,-1.973565376,,,,,,,,,,,,,,,,,,,,,64,1870
331,43.30079882,-2.01041477,,,,,,,,,,,,,,,,,,,,,3966,2261
332,43.32534491,-1.983364796,,,,,,,,,,,,,,,,,,,,,1585,92
333,43.32476593,-1.975498085,,,,,,,,,,,,,,,,,,,,,5945,592
334,43.30307526,-2.015608237,,,,,,,,,,,,,,,,,,,,,5853,1922
335,43.30243057,-2.014512099,,,,,,,,,,,,,,,,,,,,,782,1926
336,43.3154493,-2.00251635,,,,,,,,,,,,,,,,,,,,,610,3335
337,43.3007806,-2.00646925,,,,,,,,,,,,,,,,,,,,,699,1671
338,43.31287105,-2.010898684,,,,,,,,,,,,,,,,,,,,,781,3074
339,43.31556229,-2.009185269,,,,,,,,,,,,,,,,,,,,,3797,4576
340,43.31417676,-1.982690786,,,,,,,,,,,,,,,,,,,,,1612,6019
341,43.3025066,-2.00893885,,,,,,,,,,,,,,,,,,,,,3391,338
342,43.30198989,-2.009041369,,,,,,,,,,,,,,,,,,,,,6063,1847
343,43.32282614,-1.987693505,,,,,,,,,,,,,,,,,,,,,5215,6000
344,43.3074488,-1.997860767,,,,,,,,,,,,,,,,,,,,,2964,835
