,Unnamed: 0,ID_viaje,Estado cerrado,Duracion,Id de estacion de inicio,Fecha de inicio,Nombre de estacion de inicio,Fecha de fin,Id de estacion de fin de viaje,Nombre de estacion de fin de viaje,ID de ciclista,Msnbc de bicicleta,Moto identificador publico,Modelo de bicicleta,Nombre de producto,start_lat,start_lon,target_lat,target_lon,starttime,withinC,withinCend,start_building,target_building
32,237484,1164595,NORMAL,304,33,2022-09-19 07:02:00,33 - ANTZIETA,19/09/2022 7:08,31.0,31 - BARCELONA,19555,P32367,755.0,EFIT,Dbizi Ordinario,43.30585375,-1.953861,43.31256929549265,-1.9724331155552701,2022-09-19 07:02:00,True,True,5183,1614
33,237483,1164596,NORMAL,839,25,2022-09-19 07:05:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:19,44.0,44 - BERNARDO ESTORNES,21743,P15777,31.0,FIT,Dbizi Ordinario Grupal FN o FNE -5,43.31126978123326,-1.976028417145364,43.30323800000001,-2.0075247000000003,2022-09-19 07:05:00,True,True,6157,4868
34,237482,1164597,NORMAL,292,25,2022-09-19 07:06:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:11,19.0,19 - FRANTZIA PASEALEKUA,22237,P15723,9.0,FIT,Dbizi Ordinario,43.30623120745353,-1.9754241371352457,43.321968568628165,-1.9715834463089084,2022-09-19 07:06:00,True,True,299,1892
35,237481,1164598,NORMAL,869,38,2022-09-19 07:06:00,38 - KRISTINA INFANTA,19/09/2022 7:20,28.0,28 - ISABEL II,21984,P32361,738.0,EFIT,Dbizi Ordinario,43.31145547456751,-2.0033373413529776,43.30317317378453,-1.977942751853872,2022-09-19 07:06:00,True,True,1030,6058
36,237480,1164599,NORMAL,381,20,2022-09-19 07:07:00,20 - TABAKALERA,19/09/2022 7:13,32.0,32 - URBIA,2674,P32323,765.0,EFIT,Ordinario,43.318707794451974,-1.9771545344210149,43.30914059643457,-1.9728537714119412,2022-09-19 07:07:00,True,True,1645,1618
37,237479,1164601,NORMAL,486,17,2022-09-19 07:08:00,17 - SAGASTIEDER,19/09/2022 7:16,19.0,19 - FRANTZIA PASEALEKUA,14818,P15824,247.0,FIT,Ordinario Grupal empresa -5,43.31732503392809,-1.9546547475608276,43.31824454539527,-1.9768365704178847,2022-09-19 07:08:00,True,True,1187,1643
38,237478,1164602,NORMAL,495,35,2022-09-19 07:08:00,35 - MUNTO,19/09/2022 7:16,19.0,19 - FRANTZIA PASEALEKUA,16837,P32376,769.0,EFIT,Dbizi Ocasional,43.313306779218465,-1.9939844991740217,43.31553686752021,-1.982112489713636,2022-09-19 07:08:00,True,True,3677,417
39,237477,1164603,NORMAL,444,15,2022-09-19 07:09:00,15 - SEGUNDO IZPIZUA,19/09/2022 7:17,52.0,23 - GABRIEL CELAYA PLAZA,4864,P32359,771.0,EFIT,Dbizi Ordinario,43.32435988410349,-1.966406245870104,43.31805327540494,-1.9526610116594545,2022-09-19 07:09:00,True,True,4038,1132
40,237476,1164605,NORMAL,515,28,2022-09-19 07:09:00,28 - ISABEL II,19/09/2022 7:18,19.0,19 - FRANTZIA PASEALEKUA,16016,P15780,260.0,FIT,Dbizi Ordinario,43.30123914666432,-1.9763997261304331,43.32082336309293,-1.970607082757868,2022-09-19 07:09:00,True,True,131,2780
41,237472,1164609,NORMAL,580,31,2022-09-19 07:10:00,31 - BARCELONA,19/09/2022 7:20,8.0,08 - URDANETA,3027,P32367,755.0,EFIT,Ordinario,43.30860217208978,-1.9721767614311687,43.31300709999999,-1.9842293000000002,2022-09-19 07:10:00,True,True,1609,3619
42,237473,1164608,NORMAL,472,15,2022-09-19 07:10:00,15 - SEGUNDO IZPIZUA,19/09/2022 7:18,9.0,09 - EASO,1360,P32394,732.0,EFIT,Ordinario,43.3233742276752,-1.9752829579134183,43.31390033147986,-1.9871801712432453,2022-09-19 07:10:00,True,True,1891,3067
43,237475,1164606,NORMAL,1125,45,2022-09-19 07:10:00,45 - XABIER LIZARDI,19/09/2022 7:29,12.0,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,188,P35474,855.0,EFIT,Ordinario,43.30119915543206,-2.0024035602601518,43.326192437743615,-1.967355780097123,2022-09-19 07:10:00,True,True,5892,957
44,237474,1164607,NORMAL,359,21,2022-09-19 07:10:00,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,19/09/2022 7:16,2.0,02 - BRETXA,12839,P15803,81.0,FIT,Ordinario,43.31583965000001,-1.9689459999999999,43.318138640962744,-1.9810850821475217,2022-09-19 07:10:00,True,True,2930,6176
45,237471,1164610,NORMAL,268,12,2022-09-19 07:12:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,19/09/2022 7:16,19.0,19 - FRANTZIA PASEALEKUA,3909,P32331,705.0,EFIT,Ordinario Grupal FN o FNE -5,43.325788955824784,-1.9702631884061603,43.31717403037003,-1.9739099597005687,2022-09-19 07:12:00,True,True,896,1853
46,237470,1164611,NORMAL,1465,53,2022-09-19 07:14:00,47 - HERRERA,19/09/2022 7:38,8.0,08 - URDANETA,22626,P32340,759.0,EFIT,Dbizi Ordinario,43.31634622684726,-1.935475448115365,43.311480393298496,-1.98851039617932,2022-09-19 07:14:00,True,True,3230,3716
47,237469,1164612,NORMAL,734,43,2022-09-19 07:14:00,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,19/09/2022 7:26,47.0,01 - UDALETXEA / AYUNTAMIENTO,5516,P32348,775.0,EFIT,Dbizi Ordinario,43.308398938042345,-2.0038579210163627,43.322554221258315,-1.9844896234859903,2022-09-19 07:14:00,True,True,1805,61
48,237468,1164613,NORMAL,1312,5,2022-09-19 07:14:00,05 - SAN MARTZIAL,19/09/2022 7:36,46.0,46 - TOLOSA HIRIBIDEA-AMERIKA,21750,P15744,69.0,FIT,Dbizi Ordinario,43.32007843583671,-1.9795249835754252,43.300619749869576,-2.0011695226528694,2022-09-19 07:14:00,True,True,6178,1708
49,237467,1164614,NORMAL,447,33,2022-09-19 07:15:00,33 - ANTZIETA,19/09/2022 7:23,20.0,20 - TABAKALERA,11567,P32407,791.0,EFIT,Ordinario,43.30479982666071,-1.9626801604166424,43.31798374955003,-1.9701971158867972,2022-09-19 07:15:00,True,True,5710,5519
50,237466,1164615,NORMAL,586,34,2022-09-19 07:15:00,34 - TRANBIA,19/09/2022 7:25,32.0,32 - URBIA,17173,P35477,854.0,EFIT,Dbizi Ocasional,43.29615640717455,-1.953936000805452,43.30701152534437,-1.9634334071294952,2022-09-19 07:15:00,True,True,1041,318
51,237465,1164616,NORMAL,625,52,2022-09-19 07:15:00,23 - GABRIEL CELAYA PLAZA,19/09/2022 7:26,3.0,03 - SANTA KATALINA PLAZATXOA,1497,P32383,773.0,EFIT,Ordinario,43.32165368320845,-1.94461866842576,43.323734227622545,-1.987558917193524,2022-09-19 07:15:00,True,True,4270,52
52,237464,1164617,NORMAL,548,37,2022-09-19 07:16:00,37 - ANDOAIN,19/09/2022 7:25,24.0,24 - MORLANS,11723,P32408,708.0,EFIT,Dbizi Ordinario,43.30672438846097,-1.9877211406014927,43.30689664590422,-1.983066134802836,2022-09-19 07:16:00,True,True,3755,2947
53,237463,1164618,NORMAL,400,18,2022-09-19 07:16:00,18 - TERESA DE CALCUTA,19/09/2022 7:23,7.0,07 - MARQUÉS MIRAFLORES,17277,P32385,761.0,EFIT,Dbizi Ordinario,43.31874626950532,-1.9717227578877343,43.31288796479646,-1.983355761375608,2022-09-19 07:16:00,True,True,1590,3650
54,237462,1164620,NORMAL,1120,34,2022-09-19 07:16:00,34 - TRANBIA,19/09/2022 7:35,37.0,37 - ANDOAIN,18194,P32429,818.0,EFIT,Dbizi Ordinario,43.29613146032028,-1.955097319172104,43.30154925000001,-1.9896907,2022-09-19 07:16:00,True,True,1017,707
55,237461,1164621,NORMAL,573,2,2022-09-19 07:18:00,02 - BRETXA,19/09/2022 7:27,9.0,09 - EASO,4184,P15803,81.0,FIT,Dbizi Ocasional,43.3243990643136,-1.9833746309581959,43.315395862302246,-1.9824985808585456,2022-09-19 07:18:00,True,True,85,5382
56,237460,1164622,NORMAL,1376,21,2022-09-19 07:18:00,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,19/09/2022 7:41,45.0,45 - XABIER LIZARDI,12583,P15941,63.0,FIT,Ordinario,43.31650629999999,-1.9695582,43.302545080342796,-2.0026646324680826,2022-09-19 07:18:00,True,True,2941,3026
57,237459,1164623,NORMAL,202,20,2022-09-19 07:20:00,20 - TABAKALERA,19/09/2022 7:23,3.0,03 - SANTA KATALINA PLAZATXOA,117,P15935,223.0,FIT,Ordinario,43.318090703390006,-1.9716585182753803,43.32379977979953,-1.9756586371440896,2022-09-19 07:20:00,True,True,1603,586
58,237458,1164624,NORMAL,677,16,2022-09-19 07:20:00,16 - ATARIZAR,19/09/2022 7:31,8.0,08 - URDANETA,2911,P15914,45.0,FIT,Ordinario,43.32487271773565,-1.9599221439977548,43.31175739612179,-1.9830778598119112,2022-09-19 07:20:00,True,True,4189,3599
59,237455,1164627,NORMAL,462,25,2022-09-19 07:23:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,19/09/2022 7:31,30.0,30 - HUMBOLDT,20846,E20038,148.0,FIT,Dbizi Ordinario,43.3099099,-1.9766003666666667,43.31141024989772,-1.9668703964863636,2022-09-19 07:23:00,True,True,1624,4536
60,237457,1164625,NORMAL,705,16,2022-09-19 07:23:00,16 - ATARIZAR,19/09/2022 7:34,4.0,04 - ANDIA,21245,P32336,730.0,EFIT,Dbizi Ordinario,43.32357942443107,-1.9596760890488,43.318261303954046,-1.9803967646842917,2022-09-19 07:23:00,True,True,4153,459
61,237456,1164626,NORMAL,1417,14,2022-09-19 07:23:00,14 - BERMINGHAM,19/09/2022 7:46,45.0,45 - XABIER LIZARDI,20941,E20012,92.0,FIT,Dbizi Ordinario,43.320842212792066,-1.9688687902578583,43.30437609287636,-2.0036436403625526,2022-09-19 07:23:00,True,True,2779,5486
62,237454,1164630,NORMAL,609,11,2022-09-19 07:24:00,11 - SAN FRANTZISKO-IPARRAGIRRE,19/09/2022 7:34,9.0,09 - EASO,21679,E20037,57.0,FIT,Dbizi Ordinario Grupal FN o FNE -5,43.326624176925975,-1.9701784683312773,43.315957625844185,-1.9815197419248165,2022-09-19 07:24:00,True,True,926,421
63,237453,1164631,NORMAL,457,35,2022-09-19 07:24:00,35 - MUNTO,19/09/2022 7:32,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,1679,P32425,794.0,EFIT,Ordinario,43.30723764999999,-1.99828155,43.305794,-2.014787299999998,2022-09-19 07:24:00,True,True,834,2234
64,237452,1164632,NORMAL,394,9,2022-09-19 07:24:00,09 - EASO,19/09/2022 7:31,47.0,01 - UDALETXEA / AYUNTAMIENTO,12457,P15799,77.0,FIT,Ordinario,43.31272779155157,-1.9828148692993808,43.321948216446884,-1.9827654753247528,2022-09-19 07:24:00,True,True,3638,6205
65,237451,1164633,NORMAL,939,34,2022-09-19 07:24:00,34 - TRANBIA,19/09/2022 7:40,3.0,03 - SANTA KATALINA PLAZATXOA,2168,P32344,789.0,EFIT,Ordinario,43.294597686431246,-1.9552715166934167,43.31873908980137,-1.9795543685089827,2022-09-19 07:24:00,True,True,116,6179
66,237450,1164635,NORMAL,303,19,2022-09-19 07:25:00,19 - FRANTZIA PASEALEKUA,19/09/2022 7:30,2.0,02 - BRETXA,18777,P15780,260.0,FIT,Dbizi Ordinario,43.31441933875299,-1.9807108460732512,43.323904012379685,-1.9838966008274737,2022-09-19 07:25:00,True,True,6034,86
67,237449,1164636,NORMAL,921,29,2022-09-19 07:25:00,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,19/09/2022 7:40,45.0,45 - XABIER LIZARDI,9565,P15712,158.0,FIT,Dbizi Ordinario,43.30623120745353,-1.9754241371352457,43.30435052404075,-2.003865772645887,2022-09-19 07:25:00,True,True,299,5863
68,237448,1164640,NORMAL,546,7,2022-09-19 07:26:00,07 - MARQUÉS MIRAFLORES,19/09/2022 7:35,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,14676,P32385,761.0,EFIT,Ordinario,43.31600367717146,-1.9868355271115223,43.30771959999999,-2.0156654,2022-09-19 07:26:00,True,True,6129,2219
69,237445,1164644,NORMAL,381,35,2022-09-19 07:27:00,35 - MUNTO,19/09/2022 7:33,37.0,37 - ANDOAIN,821,P32395,720.0,EFIT,Ordinario,43.30719080557278,-1.9971277752616077,43.297870880311415,-1.990927178562424,2022-09-19 07:27:00,True,True,3011,6144
70,237446,1164643,NORMAL,536,38,2022-09-19 07:27:00,38 - KRISTINA INFANTA,19/09/2022 7:36,9.0,09 - EASO,1845,P15878,80.0,FIT,Ordinario,43.308830834682524,-2.0055082971718043,43.31644016580015,-1.9801423869504844,2022-09-19 07:27:00,True,True,1798,6169
71,237447,1164642,NORMAL,358,9,2022-09-19 07:27:00,09 - EASO,19/09/2022 7:33,4.0,04 - ANDIA,3987,P15911,88.0,FIT,Ordinario,43.310675926848866,-1.9868197921667667,43.31427006782796,-1.980607511180751,2022-09-19 07:27:00,True,True,3729,6033
72,237444,1164646,NORMAL,275,9,2022-09-19 07:28:00,09 - EASO,19/09/2022 7:33,18.0,18 - TERESA DE CALCUTA,20905,P32394,732.0,EFIT,Dbizi Ordinario,43.3144497266255,-1.9778093061179127,43.32117032288265,-1.9765947506604085,2022-09-19 07:28:00,True,True,432,607
73,237443,1164647,NORMAL,340,42,2022-09-19 07:28:00,42 - BERIO,19/09/2022 7:34,39.0,39 - ZARAUTZ,16739,P32339,731.0,EFIT,Dbizi Ordinario,43.30395905,-2.01829245,43.309477976455106,-2.003819866402328,2022-09-19 07:28:00,True,True,4710,569
74,237442,1164648,NORMAL,573,12,2022-09-19 07:29:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,19/09/2022 7:38,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,2517,P15833,144.0,FIT,Ordinario,43.32408824669885,-1.9861307572140168,43.30517996366653,-1.9831824188035072,2022-09-19 07:29:00,True,True,5327,4681
75,237441,1164649,NORMAL,244,21,2022-09-19 07:29:00,21 - KARMENGO ANDRE MARIA / VIRGEN DEL CARMEN,19/09/2022 7:33,32.0,32 - URBIA,21563,P15728,212.0,FIT,Dbizi Ordinario,43.31590747830155,-1.9666736733182129,43.30935848419028,-1.9666521686139,2022-09-19 07:29:00,True,True,2900,2922
76,237440,1164650,NORMAL,343,9,2022-09-19 07:29:00,09 - EASO,19/09/2022 7:35,47.0,01 - UDALETXEA / AYUNTAMIENTO,13811,P15803,81.0,FIT,Ordinario,43.31385203519454,-1.982096494334452,43.323087424880654,-1.9846902903603016,2022-09-19 07:29:00,True,True,5381,75
77,237439,1164651,NORMAL,107,52,2022-09-19 07:30:00,23 - GABRIEL CELAYA PLAZA,19/09/2022 7:31,17.0,17 - SAGASTIEDER,10208,P32315,704.0,EFIT,Dbizi Ordinario Grupal empresa -5,43.31886552665967,-1.9562452502506715,43.31339404583404,-1.9585398674802876,2022-09-19 07:30:00,True,True,1212,3538
78,237434,1164659,NORMAL,508,12,2022-09-19 07:31:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,19/09/2022 7:39,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,17021,P35474,855.0,EFIT,Dbizi Ordinario,43.326467349213075,-1.9678123978875883,43.30453150336587,-1.9735834925634197,2022-09-19 07:31:00,True,True,946,305
79,237435,1164658,NORMAL,964,26,2022-09-19 07:31:00,26 - JAVIER BARKAIZTEGI,19/09/2022 7:47,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,15711,P32316,714.0,EFIT,Dbizi Ordinario Grupal FN o FNE -5,43.305408934614746,-1.9821509176654275,43.31535039999999,-2.0023123,2022-09-19 07:31:00,True,True,456,3346
80,237437,1164656,NORMAL,951,42,2022-09-19 07:31:00,42 - BERIO,19/09/2022 7:47,19.0,19 - FRANTZIA PASEALEKUA,2572,P32370,736.0,EFIT,Ordinario,43.30337519973466,-2.016091415742233,43.31908267328043,-1.9770945916159797,2022-09-19 07:31:00,True,True,1914,1644
81,237438,1164654,NORMAL,647,37,2022-09-19 07:31:00,37 - ANDOAIN,19/09/2022 7:41,19.0,19 - FRANTZIA PASEALEKUA,2841,P15983,206.0,FIT,Ordinario Grupal empresa -5,43.30321746105128,-1.9895122369917075,43.31560555,-1.96601735,2022-09-19 07:31:00,True,True,763,3046
82,237436,1164657,NORMAL,1205,19,2022-09-19 07:31:00,19 - FRANTZIA PASEALEKUA,19/09/2022 7:51,33.0,33 - ANTZIETA,22627,P15985,257.0,FIT,Dbizi Ocasional,43.32087133190043,-1.9801382825800973,43.30391050971771,-1.9557355317220773,2022-09-19 07:31:00,True,True,6183,5069
